"iNatID","species","long","lat","year","month","day","Nclicks","Rmean","Rvar","Rsd","Gmean","Gvar","Gsd","Bmean","Bvar","Bsd","state","county","elev","AnMnTmp","MnDayRange","Isotherm","TmpSeas","MxTmpWrmMo","MnTempCldMo","TmpAnnRng","MnTmpWetQt","MnTmpDryQt","MnTmpWrmQt","MnTmpCldQt","AnnPrcp","PrcpWetMo","PrcpDryMo","PrcpSeas","PrcpWetQt","PrcpDryQt","PrcpWrmQt","PrcpCldQt","landuse"
40336162,"Erysimum capitatum",-121.198152,36.486516,2020,3,7,5,237,321.5,17.93,139.6,734.8,27.107,5.8,9.2,3.033,"California","San Benito","687",13.8249998092651,17.0833339691162,54.2328033447266,519.792358398438,32.2000007629395,0.699999988079071,31.5,8.56666660308838,20,20.716667175293,8.10000038146973,558,103,2,88.2865219116211,294,8,16,286,"wild"
40580966,"Erysimum capitatum",-118.683037,34.086647,2020,3,21,5,248.8,1.2,1.095,190.4,11.3,3.362,0.4,0.8,0.894,"California","Los Angeles","311",16.404167175293,12.7083339691162,54.0780143737793,386.102081298828,29.7000007629395,6.19999980926514,23.5,12.466667175293,20.6333332061768,21.716667175293,12.3333339691162,394,87,0,101.693260192871,229,3,7,229,"wild"
40329065,"Erysimum capitatum",-118.10135,34.197078,2020,3,20,5,250.4,32.8,5.727,235,74.5,8.631,32.6,386.8,19.667,"California","Los Angeles","507",17.2708339691162,14.3916664123535,53.1057815551758,466.760864257812,32.2999992370605,5.19999980926514,27.0999984741211,12.5333337783813,22.8833332061768,23.5166664123535,12.1499996185303,447,95,1,95.8973770141602,270,7,14,240,"wild"
40367981,"Erysimum capitatum",-111.50189,33.91162,2020,3,20,5,254,0.5,0.707,221.4,63.8,7.987,3.8,4.2,2.049,"Arizona","Maricopa","1376",15.779167175293,16.4750003814697,47.0714263916016,719.183471679688,34.9000015258789,-0.100000001490116,35,8.16666698455811,17.3999996185303,24.9166679382324,7.61666679382324,583,76,8,44.9859962463379,190,45,189,184,"wild"
31853192,"Erysimum capitatum",-119.619547,37.479659,2019,8,30,5,247.2,96.7,9.834,181.4,72.3,8.503,3.8,5.7,2.387,"California","Mariposa","1633",9.47083377838135,13.5583333969116,45.8051795959473,599.319519042969,27.1000003814697,-2.5,29.6000003814697,3.29999995231628,16.8666667938232,17.533332824707,3.20000004768372,981,184,6,82.8223495483398,501,25,35,496,"wild"
40396401,"Erysimum capitatum",-118.126649,34.205028,2020,3,21,5,252.2,0.7,0.837,168.8,35.2,5.933,9.8,37.7,6.14,"California","Los Angeles","572",17.0833339691162,14.3833332061768,52.6862030029297,479.286071777344,32.2999992370605,5,27.2999992370605,12.2333335876465,22.8666667938232,23.5166664123535,11.8500003814697,438,92,1,94.9402770996094,261,7,14,234,"wild"
39678928,"Erysimum capitatum",-105.307548,39.998571,2019,6,23,5,255,0,0,237.6,62.8,7.925,22,98.5,9.925,"Colorado","Boulder","2037",7.49166679382324,15.6666660308838,42.5724639892578,775.200378417969,27.6000003814697,-9.19999980926514,36.7999992370605,15.0666666030884,-1.29999995231628,17.5833339691162,-1.29999995231628,453,64,16,40.0567207336426,167,55,150,55,"notWild"
40345813,"Erysimum capitatum",-104.570481,32.129375,2020,3,20,5,243,96.5,9.823,194.8,167.7,12.95,12.4,17.8,4.219,"New Mexico","Eddy","1395",15.3166666030884,14.1833333969116,43.1104354858398,720.666748046875,31.6000003814697,-1.29999995231628,32.9000015258789,22.9833335876465,7.88333320617676,24.1333332061768,6.38333320617676,394,85,9,76.2854537963867,209,34,171,38,"wild"
40972255,"Erysimum capitatum",-117.631439,34.172137,2020,3,28,5,251,26.5,5.148,223,74.5,8.631,2.6,2.3,1.517,"California","San Bernardino","794",16.0625,14.908332824707,51.5859298706055,520.747375488281,32.2999992370605,3.40000009536743,28.8999996185303,10.716667175293,22.4166660308838,23.0166664123535,10.3500003814697,384,74,2,86.8131484985352,214,9,17,193,"wild"
40868889,"Erysimum capitatum",-118.177483,34.229922,2020,3,27,5,253.8,2.7,1.643,247.8,64.7,8.044,46.8,241.7,15.547,"California","Los Angeles","555",16.7749996185303,13.9833335876465,51.5990180969238,481.755767822266,31.8999996185303,4.80000019073486,27.0999984741211,11.8999996185303,22.5666656494141,23.2666664123535,11.5166664123535,428,91,1,95.3612289428711,254,6,12,233,"wild"
40802102,"Erysimum capitatum",-118.734704,34.092529,2020,3,22,5,254.6,0.8,0.894,233.8,32.7,5.718,0.4,0.3,0.548,"California","Los Angeles","270",16.3833332061768,12.6000003814697,54.3103446960449,379.193725585938,29.3999996185303,6.19999980926514,23.2000007629395,12.5166664123535,20.533332824707,21.5833339691162,12.3500003814697,386,85,0,101.661209106445,225,3,7,225,"wild"
40654701,"Erysimum capitatum",-121.183641,36.483035,2020,3,21,5,253.6,0.8,0.894,233.2,116.2,10.78,15.8,231.7,15.222,"California","San Benito","510",14.470832824707,17.5750007629395,54.7507820129395,518.925720214844,33.0999984741211,1,32.0999984741211,9.18333339691162,20.5666656494141,21.2999992370605,8.63333320617676,457,83,1,87.8883438110352,243,6,13,231,"wild"
40650979,"Erysimum capitatum",-121.914106,37.879525,2020,3,22,5,254,1,1,239.8,75.7,8.701,41.6,84.3,9.182,"California","Contra Costa","993",13.6208333969116,11.0749998092651,42.5961570739746,574.541137695312,29.2999992370605,3.29999995231628,26,7.69999980926514,20.2333335876465,21.3500003814697,7.63333320617676,1181,238,3,90.3770294189453,626,17,27,600,"notWild"
40650983,"Erysimum capitatum",-121.91552,37.878824,2020,3,22,5,254,1,1,191.2,66.2,8.136,9.2,103.2,10.159,"California","Contra Costa","993",13.6208333969116,11.0749998092651,42.5961570739746,574.541137695312,29.2999992370605,3.29999995231628,26,7.69999980926514,20.2333335876465,21.3500003814697,7.63333320617676,1181,238,3,90.3770294189453,626,17,27,600,"wild"
40676506,"Erysimum capitatum",-120.942743,35.676941,2020,3,23,10,252.9,4.322,2.079,188.8,832.844,28.859,32.3,100.678,10.034,"California","San Luis Obispo","341",13.5124998092651,14.3916664123535,54.1040077209473,426.620574951172,28.1000003814697,1.5,26.6000003814697,9.46666717529297,18.6000003814697,18.966667175293,8.53333377838135,497,103,1,95.4658966064453,290,5,13,277,"wild"
40827347,"Erysimum capitatum",-122.241303,40.875697,2020,3,26,5,254.6,0.3,0.548,240,59,7.681,26.6,14.3,3.782,"California","Shasta","468",14.529167175293,13.9583339691162,42.9487152099609,695.124145507812,33.9000015258789,1.39999997615814,32.5,7.28333330154419,23.2000007629395,23.3333339691162,6.61666679382324,1571,285,7,81.5921173095703,774,41,59,765,"wild"
40280720,"Erysimum capitatum",-121.938289,37.882161,2020,3,19,5,253.8,1.2,1.095,224,29,5.385,53.8,7.2,2.683,"California","Contra Costa","803",14.2749996185303,11.7666664123535,44.0699119567871,563.578247070312,30.1000003814697,3.40000009536743,26.7000007629395,8.25,20.7333335876465,21.783332824707,8.25,1021,209,2,91.0885162353516,544,13,22,544,"wild"
40556612,"Erysimum capitatum",-111.702505,34.672161,2020,3,22,5,254.2,0.7,0.837,246.2,121.7,11.032,44,25.5,5.05,"Arizona","Yavapai","1258",15.9375,17.0583324432373,45.2475700378418,788.05029296875,36.2999992370605,-1.39999997615814,37.7000007629395,25.6333332061768,18.6499996185303,25.783332824707,6.73333311080933,448,57,7,39.6461410522461,149,45,110,125,"wild"
40560316,"Erysimum capitatum",-119.131486,34.43318,2020,3,22,5,217.8,424.7,20.608,219,740.5,27.212,73.6,648.3,25.462,"California","Ventura","520",15.7291669845581,14.8249998092651,54.304027557373,455.084716796875,31.1000003814697,3.79999995231628,27.3000011444092,11.0666666030884,21.1166667938232,21.8333339691162,10.8000001907349,494,109,1,100.396385192871,304,5,11,282,"wild"
40537360,"Erysimum capitatum",-121.932735,37.880048,2020,3,21,5,244.8,23.7,4.868,192.2,119.2,10.918,2.6,1.3,1.14,"California","Contra Costa","912",13.9125003814697,11.4083337783813,43.5432548522949,568.970886230469,29.6000003814697,3.40000009536743,26.2000007629395,7.96666669845581,20.4500007629395,21.533332824707,7.96666669845581,1115,226,3,90.5387420654297,592,16,26,569,"wild"
40299456,"Erysimum capitatum",-121.199381,36.487701,2020,3,16,5,247.8,94.7,9.731,182.8,263.2,16.223,2,5.5,2.345,"California","San Benito","687",13.8249998092651,17.0833339691162,54.2328033447266,519.792358398438,32.2000007629395,0.699999988079071,31.5,8.56666660308838,20,20.716667175293,8.10000038146973,558,103,2,88.2865219116211,294,8,16,286,"wild"
39807413,"Erysimum capitatum",-112.950744,37.265469,2020,3,7,5,248,92.5,9.618,218.8,124.7,11.167,5.6,14.3,3.782,"Utah","Washington","1511",12.0458335876465,15.3249998092651,40.1178016662598,835.582153320312,32.7999992370605,-5.40000009536743,38.2000007629395,3.76666665077209,15.5666666030884,22.6666660308838,2.14999985694885,391,56,11,34.8286056518555,142,61,78,115,"wild"
40416477,"Erysimum capitatum",-120.544754,47.359743,2018,6,3,10,251.9,40.544,6.367,195,981.333,31.326,5.9,77.878,8.825,"Washington","Chelan","1346",4.78749990463257,10.5749998092651,33.6783447265625,738.930786132812,22.7999992370605,-8.60000038146973,31.3999996185303,-3.38333344459534,13.8833332061768,13.9166660308838,-4.01666688919067,892,158,19,64.3878936767578,437,83,86,408,"wild"
40249221,"Erysimum capitatum",-120.481309,44.782078,2020,3,9,10,245.8,90.622,9.52,181.7,384.9,19.619,4.9,145.656,12.069,"Oregon","Jefferson","638",10.3000001907349,14.9499998092651,43.2080917358398,723.366516113281,30.8999996185303,-3.70000004768372,34.5999984741211,2.25,19.1499996185303,19.533332824707,1.75,265,34,10,31.1003112792969,91,39,49,76,"wild"
40242807,"Erysimum capitatum",-121.929643,37.869736,2020,3,19,5,254.8,0.2,0.447,245,11.5,3.391,26.2,25.7,5.07,"California","Contra Costa","794",14.2958335876465,11.7416667938232,44.308177947998,559.981567382812,30,3.5,26.5,8.31666660308838,20.6833343505859,21.7666664123535,8.31666660308838,1011,205,2,90.5696258544922,536,13,22,536,"wild"
40110128,"Erysimum capitatum",-121.203147,36.484933,2020,3,8,5,254.6,0.8,0.894,250,3.5,1.871,25.6,2.3,1.517,"California","San Benito","546",14.2958335876465,17.3083324432373,54.4287223815918,519.332885742188,32.7999992370605,1,31.7999992370605,9.01666641235352,20.4166660308838,21.1499996185303,8.48333358764648,477,88,1,88.4496154785156,253,6,13,243,"wild"
40242936,"Erysimum capitatum",-121.932107,37.86926,2020,3,19,5,253.6,3.8,1.949,241,112.5,10.607,24.4,65.8,8.112,"California","Contra Costa","794",14.2958335876465,11.7416667938232,44.308177947998,559.981567382812,30,3.5,26.5,8.31666660308838,20.6833343505859,21.7666664123535,8.31666660308838,1011,205,2,90.5696258544922,536,13,22,536,"wild"
40007333,"Erysimum capitatum",-118.121672,34.202787,2020,3,14,5,243.8,26.2,5.119,179,58.5,7.649,1.4,4.8,2.191,"California","Los Angeles","623",16.9291667938232,14.2749996185303,52.2893753051758,484.413696289062,32.2000007629395,4.90000009536743,27.3000011444092,12.0166664123535,22.7999992370605,23.4333343505859,11.6666669845581,436,90,1,93.5468597412109,256,7,14,230,"notWild"
40149936,"Erysimum capitatum",-118.119203,34.205403,2020,3,17,5,247.6,178.3,13.353,183.2,509.2,22.565,0.2,0.2,0.447,"California","Los Angeles","623",16.9291667938232,14.2749996185303,52.2893753051758,484.413696289062,32.2000007629395,4.90000009536743,27.3000011444092,12.0166664123535,22.7999992370605,23.4333343505859,11.6666669845581,436,90,1,93.5468597412109,256,7,14,230,"wild"
25032125,"Erysimum capitatum",-118.684448,34.076946,2019,5,12,5,246,33.5,5.788,187.8,15.2,3.899,6.4,10.3,3.209,"California","Los Angeles","212",16.4333324432373,11.783332824707,54.5524711608887,351.802703857422,28.3999996185303,6.80000019073486,21.5999984741211,12.8333330154419,20.1499996185303,21.25,12.6999998092651,369,82,0,101.936233520508,216,3,7,215,"wild"
40030236,"Erysimum capitatum",-121.334675,37.431412,2020,3,14,5,217,357.5,18.908,160.2,147.2,12.133,25.8,97.2,9.859,"California","Stanislaus","360",15.9916667938232,14.4833335876465,46.1252670288086,631.138305664062,34.0999984741211,2.70000004768372,31.3999977111816,8.53333377838135,23.4833335876465,24,8.53333377838135,460,93,1,87.8053283691406,238,7,12,238,"wild"
24644981,"Erysimum capitatum",-86.533545,36.104081,2019,4,14,5,252,20,4.472,201.2,67.7,8.228,0.6,0.3,0.548,"FALSE","FALSE","167",14.4333333969116,12.783332824707,36.523811340332,841.498474121094,31.7999992370605,-3.20000004768372,35,14.0166664123535,20.5,24.5833320617676,3.75,1296,135,79,14.6266794204712,372,268,305,327,"wild"
40038510,"Erysimum capitatum",-121.700827,37.209759,2020,3,14,5,232.6,88.3,9.397,211.4,92.8,9.633,41.8,80.7,8.983,"California","Santa Clara","310",15.375,14.8666667938232,52.718677520752,497.221832275391,31,2.79999995231628,28.2000007629395,9.46666622161865,21.0833339691162,21.6166667938232,9.46666622161865,568,119,2,92.0349731445312,303,8,13,303,"wild"
40009137,"Erysimum capitatum",-121.700652,37.209718,2020,3,13,5,249,13.5,3.674,190.2,50.7,7.12,23,12.5,3.536,"California","Santa Clara","310",15.375,14.8666667938232,52.718677520752,497.221832275391,31,2.79999995231628,28.2000007629395,9.46666622161865,21.0833339691162,21.6166667938232,9.46666622161865,568,119,2,92.0349731445312,303,8,13,303,"wild"
40003721,"Erysimum capitatum",-110.735148,32.608345,2020,3,14,5,254.2,0.7,0.837,162.8,136.7,11.692,2,5.5,2.345,"Arizona","Pinal","1322",17,14.6666669845581,44.715446472168,726.273193359375,34.2000007629395,1.39999997615814,32.7999992370605,25.3833332061768,20.2666664123535,26.0499992370605,8.44999980926514,548,84,8,50.769588470459,211,38,168,161,"wild"
11851167,"Erysimum capitatum",-118.731414,34.097955,2018,4,28,5,249.2,83.7,9.149,223.8,883.2,29.719,1.2,1.2,1.095,"California","Los Angeles","241",16.4166660308838,12.466667175293,54.2028961181641,373.279907226562,29.2000007629395,6.19999980926514,23,12.6166667938232,20.466667175293,21.5166664123535,12.4166669845581,378,84,0,102.096366882324,221,3,7,221,"wild"
39759712,"Erysimum capitatum",-117.25646,32.925398,2020,3,9,5,254.2,0.2,0.447,253.6,0.3,0.548,5.8,3.2,1.789,"California","San Diego","6",16.3166675567627,7.08333301544189,49.1898155212402,264.620941162109,23,8.60000038146973,14.3999996185303,13.5666666030884,19.033332824707,19.8833332061768,13.4333333969116,286,58,1,89.8764114379883,164,5,10,149,"notWild"
39610699,"Erysimum capitatum",-121.913792,37.880042,2020,3,5,5,249.4,78.3,8.849,170.8,523.7,22.884,4.2,20.2,4.494,"California","Contra Costa","993",13.6208333969116,11.0749998092651,42.5961570739746,574.541137695312,29.2999992370605,3.29999995231628,26,7.69999980926514,20.2333335876465,21.3500003814697,7.63333320617676,1181,238,3,90.3770294189453,626,17,27,600,"wild"
39887329,"Erysimum capitatum",-121.201606,36.485747,2020,3,11,5,227.8,31.7,5.63,190.8,37.7,6.14,13.6,4.8,2.191,"California","San Benito","546",14.2958335876465,17.3083324432373,54.4287223815918,519.332885742188,32.7999992370605,1,31.7999992370605,9.01666641235352,20.4166660308838,21.1499996185303,8.48333358764648,477,88,1,88.4496154785156,253,6,13,243,"wild"
39689324,"Erysimum capitatum",-121.191679,36.489453,2020,3,7,5,243.2,4.7,2.168,240.4,64.3,8.019,81.2,114.2,10.686,"California","San Benito","687",13.8249998092651,17.0833339691162,54.2328033447266,519.792358398438,32.2000007629395,0.699999988079071,31.5,8.56666660308838,20,20.716667175293,8.10000038146973,558,103,2,88.2865219116211,294,8,16,286,"wild"
39896485,"Erysimum capitatum",-121.266983,45.688425,2020,3,10,5,201,276.5,16.628,141.4,196.8,14.029,15.8,179.2,13.387,"Washington","Klickitat","98",11.3416662216187,11.9499998092651,38.1789131164551,728.943298339844,29.6000003814697,-1.70000004768372,31.3000011444092,3.11666655540466,20.3500003814697,20.3500003814697,2.41666650772095,507,95,6,77.2854766845703,271,29,29,252,"wild"
39872211,"Erysimum capitatum",-121.203406,36.484911,2020,3,10,5,192.4,255.3,15.978,138.4,163.3,12.779,20.6,107.3,10.359,"California","San Benito","546",14.2958335876465,17.3083324432373,54.4287223815918,519.332885742188,32.7999992370605,1,31.7999992370605,9.01666641235352,20.4166660308838,21.1499996185303,8.48333358764648,477,88,1,88.4496154785156,253,6,13,243,"wild"
39759343,"Erysimum capitatum",-121.922786,37.877477,2020,3,8,5,199.4,129.3,11.371,191.6,65.3,8.081,82.4,224.3,14.977,"California","Contra Costa","1027",13.5083332061768,11.0666666030884,42.5641021728516,575.428039550781,29.1000003814697,3.09999990463257,26,7.63333320617676,20.1333332061768,21.25,7.51666641235352,1209,244,3,90.28369140625,641,17,28,612,"wild"
39730419,"Erysimum capitatum",-121.950538,37.910763,2020,3,8,5,250.2,49.7,7.05,169.4,254.3,15.947,2.6,7.3,2.702,"California","Contra Costa","361",15.1291666030884,13.1583337783813,48.7345657348633,524.800659179688,30.6000003814697,3.59999990463257,27,8.91666698455811,21.1833343505859,21.7333335876465,8.91666698455811,639,137,1,92.5175552368164,350,8,13,350,"wild"
39787494,"Erysimum capitatum",-121.913605,37.88108,2020,3,9,5,229.2,22.7,4.764,168,37.5,6.124,0.2,0.2,0.447,"California","Contra Costa","993",13.6208333969116,11.0749998092651,42.5961570739746,574.541137695312,29.2999992370605,3.29999995231628,26,7.69999980926514,20.2333335876465,21.3500003814697,7.63333320617676,1181,238,3,90.3770294189453,626,17,27,600,"wild"
39683654,"Erysimum capitatum",-121.095244,45.647267,2020,3,6,5,253,9.5,3.082,195.8,28.7,5.357,0.6,0.3,0.548,"Washington","Klickitat","58",12.2666664123535,12.75,38.4036140441895,774.359924316406,31.6000003814697,-1.60000002384186,33.2000007629395,3.48333334922791,21.8333339691162,21.8333339691162,2.86666655540466,369,68,6,71.9240188598633,192,26,26,178,"wild"
39235412,"Erysimum capitatum",-121.93879,37.882565,2020,2,25,5,237.8,22.7,4.764,182,33.5,5.788,40,46.5,6.819,"California","Contra Costa","803",14.2749996185303,11.7666664123535,44.0699119567871,563.578247070312,30.1000003814697,3.40000009536743,26.7000007629395,8.25,20.7333335876465,21.783332824707,8.25,1021,209,2,91.0885162353516,544,13,22,544,"wild"
3694989,"Erysimum capitatum",-105.55667,40.202342,2016,7,17,5,254,1,1,212.6,331.3,18.202,1,0.5,0.707,"Colorado","Boulder","2732",3.01250004768372,14.4750003814697,42.3245620727539,719.627807617188,22,-12.1999998092651,34.2000007629395,12.3833332061768,-0.966666638851166,12.3833332061768,-4.93333339691162,490,55,29,22.3972549438477,155,96,155,100,"wild"
39410591,"Erysimum capitatum",-121.938287,37.882288,2020,2,29,5,237.8,36.7,6.058,187.4,33.3,5.771,43,63.5,7.969,"California","Contra Costa","803",14.2749996185303,11.7666664123535,44.0699119567871,563.578247070312,30.1000003814697,3.40000009536743,26.7000007629395,8.25,20.7333335876465,21.783332824707,8.25,1021,209,2,91.0885162353516,544,13,22,544,"wild"
38001553,"Erysimum capitatum",-119.920997,39.138281,2019,6,19,5,235.6,91.3,9.555,167.2,145.7,12.071,40.8,292.7,17.108,"Nevada","Carson City","2149",6.29999971389771,13.0500001907349,42.5081443786621,651.484313964844,24.2999992370605,-6.40000009536743,30.6999988555908,-0.816666662693024,14.5,14.8833332061768,-0.816666662693024,642,113,10,69.4454727172852,307,46,46,307,"wild"
39573738,"Erysimum capitatum",-121.928945,37.852951,2020,3,5,5,242,109,10.44,183.4,182.3,13.502,54.4,220.8,14.859,"California","Contra Costa","532",14.7916669845581,12.4833335876465,46.7540588378906,531.245666503906,30.2999992370605,3.59999990463257,26.6999988555908,8.76666641235352,20.8333339691162,21.7000007629395,8.76666641235352,772,160,2,90.9121704101562,414,11,17,414,"notWild"
39519907,"Erysimum capitatum",-121.936403,37.881,2014,5,20,5,238,12.5,3.536,224.4,1.8,1.342,42.6,147.8,12.157,"California","Contra Costa","803",14.2749996185303,11.7666664123535,44.0699119567871,563.578247070312,30.1000003814697,3.40000009536743,26.7000007629395,8.25,20.7333335876465,21.783332824707,8.25,1021,209,2,91.0885162353516,544,13,22,544,"wild"
39407146,"Erysimum capitatum",-121.198822,36.487217,2020,2,29,5,241.6,89.8,9.476,201.2,90.7,9.524,6.4,120.8,10.991,"California","San Benito","687",13.8249998092651,17.0833339691162,54.2328033447266,519.792358398438,32.2000007629395,0.699999988079071,31.5,8.56666660308838,20,20.716667175293,8.10000038146973,558,103,2,88.2865219116211,294,8,16,286,"wild"
39331283,"Erysimum capitatum",-121.947537,37.905524,2020,2,28,5,252.4,10.3,3.209,254.8,0.2,0.447,119.6,249.8,15.805,"California","Contra Costa","391",15.0541667938232,12.9916667938232,48.4763679504395,525.45849609375,30.5,3.70000004768372,26.7999992370605,8.86666679382324,21.1000003814697,21.716667175293,8.86666679382324,662,141,2,92.1474151611328,361,9,14,361,"wild"
39425578,"Erysimum capitatum",-121.198525,36.488078,2020,2,29,5,238.4,548.3,23.416,193.4,290.3,17.038,1,3,1.732,"California","San Benito","687",13.8249998092651,17.0833339691162,54.2328033447266,519.792358398438,32.2000007629395,0.699999988079071,31.5,8.56666660308838,20,20.716667175293,8.10000038146973,558,103,2,88.2865219116211,294,8,16,286,"wild"
39410564,"Erysimum capitatum",-121.203087,36.485578,2020,2,22,10,254.1,1.211,1.101,206.1,169.211,13.008,22.7,344.456,18.56,"California","San Benito","546",14.2958335876465,17.3083324432373,54.4287223815918,519.332885742188,32.7999992370605,1,31.7999992370605,9.01666641235352,20.4166660308838,21.1499996185303,8.48333358764648,477,88,1,88.4496154785156,253,6,13,243,"wild"
314207,"Erysimum capitatum",-105.567606,40.207593,2013,6,27,5,251.8,9.2,3.033,205.2,28.7,5.357,7,5.5,2.345,"Colorado","Boulder","2703",2.75416660308838,14.4250001907349,41.9331398010254,727.319030761719,21.7999992370605,-12.6000003814697,34.4000015258789,12.1999998092651,-1.33333337306976,12.1999998092651,-5.40000009536743,487,55,29,22.2176380157471,154,95,154,99,"wild"
39340909,"Erysimum capitatum",-121.203817,36.484794,2014,4,2,5,255,0,0,253.4,12.8,3.578,1,0,0,"California","San Benito","546",14.2958335876465,17.3083324432373,54.4287223815918,519.332885742188,32.7999992370605,1,31.7999992370605,9.01666641235352,20.4166660308838,21.1499996185303,8.48333358764648,477,88,1,88.4496154785156,253,6,13,243,"wild"
39476974,"Erysimum capitatum",-118.119194,34.205288,2020,3,2,5,254.2,1.2,1.095,198,97,9.849,0.4,0.8,0.894,"California","Los Angeles","623",16.9291667938232,14.2749996185303,52.2893753051758,484.413696289062,32.2000007629395,4.90000009536743,27.3000011444092,12.0166664123535,22.7999992370605,23.4333343505859,11.6666669845581,436,90,1,93.5468597412109,256,7,14,230,"wild"
3483029,"Erysimum capitatum",-105.372201,39.500692,2016,6,17,5,230.8,6.2,2.49,164.6,30.3,5.505,30.4,7.8,2.793,"Colorado","Jefferson","2667",4.07916641235352,15.9583330154419,44.8267784118652,736.470275878906,23.5,-12.1000003814697,35.5999984741211,13.5833330154419,-4.23333358764648,13.5833330154419,-4.23333358764648,450,67,16,45.3481636047363,178,56,178,56,"wild"
1774795,"Erysimum capitatum",-105.435738,39.877353,2015,6,25,10,241.5,35.389,5.949,192,134.889,11.614,58.9,393.211,19.83,"Colorado","Gilpin","2837",3.57916665077209,14.8416662216187,43.7807273864746,714.688293457031,22.5,-11.3999996185303,33.9000015258789,12.8999996185303,-0.250000089406967,12.8999996185303,-4.13333320617676,496,59,27,27.8833560943604,164,93,164,93,"wild"
1774796,"Erysimum capitatum",-105.295303,39.925792,2015,6,24,5,210.8,218.2,14.772,165.2,102.7,10.134,24.8,37.2,6.099,"Colorado","Boulder","1962",7.78749990463257,15.7250003814697,42.3854446411133,778.822326660156,27.8999996185303,-9.19999980926514,37.0999984741211,11.0500001907349,-1.14999997615814,17.8833332061768,-1.14999997615814,468,67,16,40.9822578430176,174,55,148,55,"wild"
38654351,"Erysimum capitatum",-121.450031,37.392758,2019,4,10,5,195.4,882.3,29.704,184.4,727.3,26.969,30,82.5,9.083,"California","Santa Clara","808",14.4208335876465,13.2083330154419,43.8815078735352,634.638244628906,32.2999992370605,2.20000004768372,30.0999984741211,7.43333339691162,21.966667175293,22.8333339691162,7.43333339691162,823,164,2,89.7619857788086,431,12,20,431,"wild"
38654350,"Erysimum capitatum",-121.569919,37.547372,2019,4,10,5,254,2,1.414,233,311.5,17.649,25.4,1220.3,34.933,"California","Alameda","699",14.4833335876465,13.0333337783813,44.482364654541,610.250793457031,31.7000007629395,2.40000009536743,29.3000011444092,7.61666679382324,21.6833343505859,22.5,7.61666679382324,773,157,2,90.5576858520508,409,10,18,409,"wild"
38542624,"Erysimum capitatum",-121.910638,37.88055,2020,2,10,5,253,15.5,3.937,234.8,24.7,4.97,51.8,744.7,27.289,"California","Contra Costa","993",13.6208333969116,11.0749998092651,42.5961570739746,574.541137695312,29.2999992370605,3.29999995231628,26,7.69999980926514,20.2333335876465,21.3500003814697,7.63333320617676,1181,238,3,90.3770294189453,626,17,27,600,"wild"
37308835,"Erysimum capitatum",-105.297476,39.998066,2015,5,24,5,251.2,40.7,6.38,215.4,28.8,5.367,42.8,4.7,2.168,"Colorado","Boulder","1920",8.13333320617676,15.5333337783813,41.868824005127,789.327514648438,28.2999992370605,-8.80000019073486,37.0999984741211,11.4166669845581,-0.916666686534882,18.3833332061768,-0.916666686534882,460,67,16,40.5960273742676,170,54,146,54,"wild"
25884606,"Erysimum capitatum",-72.353134,43.629589,2019,5,27,5,241.2,271.7,16.483,142,1027.5,32.055,0.4,0.8,0.894,"FALSE","FALSE","228",6.78333330154419,12.4000005722046,30.2439022064209,1017.33013916016,27.2000007629395,-13.8000001907349,41,19,-4.90000009536743,19,-6.25,997,96,61,11.7127532958984,277,210,277,212,"notWild"
38871428,"Erysimum capitatum",-121.936608,37.881192,2020,2,19,5,244.6,81.3,9.017,243.4,177.3,13.315,14.6,705.3,26.557,"California","Contra Costa","803",14.2749996185303,11.7666664123535,44.0699119567871,563.578247070312,30.1000003814697,3.40000009536743,26.7000007629395,8.25,20.7333335876465,21.783332824707,8.25,1021,209,2,91.0885162353516,544,13,22,544,"wild"
37383945,"Erysimum capitatum",-105.306419,39.979935,2015,6,13,5,254.6,0.8,0.894,243.6,58.3,7.635,64.4,255.3,15.978,"Colorado","Boulder","2344",6.30000019073486,15.7666673660278,44.1643333435059,746.653137207031,26.2000007629395,-9.5,35.7000007629395,13.5,-1.88333320617676,16.0666675567627,-1.88333320617676,450,58,19,38.0692901611328,164,62,159,62,"wild"
39007943,"Erysimum capitatum",-121.933542,37.875805,2020,2,21,5,241.8,2.7,1.643,236.4,80.8,8.989,0.4,0.8,0.894,"California","Contra Costa","803",14.2749996185303,11.7666664123535,44.0699119567871,563.578247070312,30.1000003814697,3.40000009536743,26.7000007629395,8.25,20.7333335876465,21.783332824707,8.25,1021,209,2,91.0885162353516,544,13,22,544,"wild"
38713878,"Erysimum capitatum",-118.57398,34.354251,2016,3,18,5,241.6,359.3,18.955,171.6,786.3,28.041,0.6,0.8,0.894,"California","Los Angeles","528",16.7250003814697,14.6166667938232,49.8862342834473,534.859802246094,33.2000007629395,3.90000009536743,29.3000011444092,11.3333330154419,23.1666660308838,23.8166656494141,10.7666664123535,411,86,1,97.10498046875,234,6,10,232,"wild"
37976949,"Erysimum capitatum",-105.313622,40.022908,2017,5,28,5,236.6,7.8,2.793,229.4,70.3,8.385,0.2,0.2,0.447,"Colorado","Boulder","1880",8.4375,15.6750001907349,41.9117660522461,795.773315429688,28.7000007629395,-8.69999980926514,37.4000015258789,11.75,-0.683333337306976,18.75,-0.683333337306976,460,67,16,40.567066192627,171,54,144,54,"wild"
